event_type,event_type_slug,instrumented_commit,instrumented_pr,instrumented_date,instrumented_author_email,retired_commit,retired_pr,retired_date,retired_author_email,last_code_change_date,call_site_count,call_site_retired_date,updated_at
Serve Onboarding - Office Completed,serve_onboarding_office_completed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Office Status Viewed,serve_onboarding_office_status_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Office Viewed,serve_onboarding_office_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Party Designation Blocked,serve_onboarding_party_designation_blocked,ae984537c1f51541d46404e6025924407b40adad,https://github.com/thegoodparty/omni/pull/254,2026-06-22,145415012+oakinh@users.noreply.github.com,,,,,2026-06-22,1,,2026-06-30T20:12:33
Serve Onboarding - Party Designation Viewed,serve_onboarding_party_designation_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Pledge Completed,serve_onboarding_pledge_completed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Pledge Viewed,serve_onboarding_pledge_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Poll Image Uploaded,serve_onboarding_poll_image_uploaded,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Poll Preview Viewed,serve_onboarding_poll_preview_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Poll Strategy Viewed,serve_onboarding_poll_strategy_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Poll Value Props Viewed,serve_onboarding_poll_value_props_viewed,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - SMS Poll Creation Failed,serve_onboarding_sms_poll_creation_failed,4537360b9cd5f5071c5b1f99364e310e0b225620,https://github.com/thegoodparty/omni/pull/1374,2026-02-04,swain.molster@gmail.com,,,,,2026-02-04,1,,2026-06-30T20:12:33
Serve Onboarding - SMS Poll Sent,serve_onboarding_sms_poll_sent,3f61c919fcb19db7270362a4767ab98ed1a10a88,https://github.com/thegoodparty/omni/pull/1022,2025-10-09,145415012+oakinh@users.noreply.github.com,,,,,2025-10-09,1,,2026-06-30T20:12:33
Serve Onboarding - Success Page Viewed,serve_onboarding_success_page_viewed,33f319823719eb25aef1fe2812184a61b23a41f6,https://github.com/thegoodparty/omni/pull/1098,2025-10-29,stephtea@users.noreply.github.com,,,,,2025-10-29,1,,2026-06-30T20:12:33
Serve Onboarding - Sworn In Completed,serve_onboarding_sworn_in_completed,20a7ac0f8561471fa493aab7be2b3a8cd0c014de,https://github.com/thegoodparty/omni/pull/1103,2025-10-30,stephtea@users.noreply.github.com,,,,,2025-10-30,1,,2026-06-30T20:12:33
Serve Onboarding - Sworn In Viewed,serve_onboarding_sworn_in_viewed,33f319823719eb25aef1fe2812184a61b23a41f6,https://github.com/thegoodparty/omni/pull/1098,2025-10-29,stephtea@users.noreply.github.com,,,,,2025-10-29,1,,2026-06-30T20:12:33
Serve Onboarding - Term Dates Viewed,serve_onboarding_term_dates_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Serve Onboarding - Welcome Viewed,serve_onboarding_welcome_viewed,b2f1f6c21a0949156b851cf80326878d990a5950,https://github.com/thegoodparty/omni/pull/323,2026-06-24,145415012+oakinh@users.noreply.github.com,,,,,2026-06-24,1,,2026-06-30T20:12:33
Set Password: Click Set Password,set_password_click_set_password,aeb23786b697e849c6684f4fc08acb0964fae1fe,https://github.com/thegoodparty/omni/pull/513,2025-03-06,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Settings - Account Settings: Click Manage Pro Subscription,settings_account_settings_click_manage_pro_subscription,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Settings - Account Settings: Click Send Email,settings_account_settings_click_send_email,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Settings - Account Settings: Click Upgrade,settings_account_settings_click_upgrade,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Settings - Delete Account: Cancel Delete,settings_delete_account_cancel_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2026-07-16,,,2026-07-20T11:56:25
Settings - Delete Account: Click Delete,settings_delete_account_click_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2026-07-16,,,2026-07-20T11:56:25
Settings - Delete Account: Submit Delete,settings_delete_account_submit_delete,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2026-07-16,,,2026-07-20T11:56:25
Settings - Notifications: Toggle Email,settings_notifications_toggle_email,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Settings - Password: Click Save,settings_password_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Settings - Personal Info: Click Save,settings_personal_info_click_save,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,76c2256cac0700dca9c4094a44961a2d90487934,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Settings - Personal Info: Click Upload,settings_personal_info_click_upload,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Sign In: Click Create Account,sign_in_click_create_account,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Sign In: Click Forgot Password,sign_in_click_forgot_password,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,58821b65733bc3b6da57c261c7602ee7e8f1c6e5,https://github.com/thegoodparty/omni/pull/732,2026-07-13,tristan@goodparty.org,2026-07-13,,,2026-07-13T21:45:27
Sign Up Clicked,sign_up_clicked,,,,,,,,,,,,2026-06-30T20:12:33
Sign Up: Click Login,sign_up_click_login,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2026-07-16,1,,2026-07-20T11:56:25
Viewed,viewed,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/ak/tanana-city-school-district,viewed_elections_ak_tanana_city_school_district,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/chippewa-county-clerk/145f1d,viewed_elections_chippewa_county_clerk_145f1d,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/ia/red-oak-community-school-district,viewed_elections_ia_red_oak_community_school_district,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/mi/monroe-county/monroe/position/city-clerk-ward-officer,viewed_elections_mi_monroe_county_monroe_position_city_clerk_ward_officer,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/nv/elko/point-of-rocks,viewed_elections_nv_elko_point_of_rocks,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/pa,viewed_elections_pa,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/tx/borger-independent-school-district,viewed_elections_tx_borger_independent_school_district,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/tx/gray/hoover,viewed_elections_tx_gray_hoover,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/tx/saint-jo-independent-school-district,viewed_elections_tx_saint_jo_independent_school_district,,,,,,,,,,,,2026-06-30T20:12:33
Viewed /elections/va/wise/dixiana,viewed_elections_va_wise_dixiana,,,,,,,,,,,,2026-06-30T20:12:33
Voter Data - Activity List Created,voter_data_activity_list_created,a0eb41932492f5c96a88f169f5552cfe1591ed17,https://github.com/thegoodparty/omni/pull/852,2026-07-17,tomer@goodparty.org,,,,,2026-07-17,,,2026-07-20T11:56:25
Voter Data - Contact Logged,voter_data_contact_logged,4caf631aca9e57004c99b5a818c947ab537b2abf,,2026-07-17,tomer@goodparty.org,f4ae7ce7580d4c89803f9be1cd0a8904a48c91bf,,2026-07-17,tomer@goodparty.org,2026-07-17,,,2026-07-20T11:56:25
Voter Data - Contact Searched,voter_data_contact_searched,,,2026-07-16,,,,,,2026-07-16,,,2026-07-16T14:17:19
Voter Data - Contact Viewed,voter_data_contact_viewed,4caf631aca9e57004c99b5a818c947ab537b2abf,,2026-07-17,tomer@goodparty.org,,,,,2026-07-17,,,2026-07-20T11:56:25
Voter Data - Custom Voter File - Audience: Click Back,voter_data_custom_voter_file_audience_click_back,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Custom Voter File: Click Create,voter_data_custom_voter_file_click_create,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Custom Voter File: Click Next,voter_data_custom_voter_file_click_next,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Custom Voter File: Exit modal,voter_data_custom_voter_file_exit_modal,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Custom Voter File: Select Channel,voter_data_custom_voter_file_select_channel,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Custom Voter File: Select Purpose,voter_data_custom_voter_file_select_purpose,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail - Learn & Take Action: Click Read More,voter_data_file_detail_learn_take_action_click_read_more,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail - Learn & Take Action: Click Schedule,voter_data_file_detail_learn_take_action_click_schedule,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail - Learn & Take Action: Click Write Script,voter_data_file_detail_learn_take_action_click_write_script,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail - Recommended Partners: Click Read More,voter_data_file_detail_recommended_partners_click_read_more,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail: Click Back,voter_data_file_detail_click_back,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail: Click Custom File Info Icon,voter_data_file_detail_click_custom_file_info_icon,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail: Click Download CSV,voter_data_file_detail_click_download_csv,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - File Detail: Click View Audience Filters,voter_data_file_detail_click_view_audience_filters,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - List Created,voter_data_list_created,a0eb41932492f5c96a88f169f5552cfe1591ed17,https://github.com/thegoodparty/omni/pull/852,2026-07-17,tomer@goodparty.org,,,,,2026-07-17,,,2026-07-20T11:56:25
Voter Data - List Exported,voter_data_list_exported,a0eb41932492f5c96a88f169f5552cfe1591ed17,https://github.com/thegoodparty/omni/pull/852,2026-07-17,tomer@goodparty.org,,,,,2026-07-17,,,2026-07-20T11:56:25
Voter Data - Need Help: Exit modal,voter_data_need_help_exit_modal,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Need Help: Select Voter File type,voter_data_need_help_select_voter_file_type,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Need Help: Submit,voter_data_need_help_submit,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data - Note Added,voter_data_note_added,54343bfe5bc2c22bd5db8f7faaa98208d7c8017f,,2026-07-16,tomer@goodparty.org,,,,,2026-07-16,,,2026-07-20T11:56:25
Voter Data - Send Outreach Clicked,voter_data_send_outreach_clicked,07933cd077828e68440067f9dadf5dd5c668390d,https://github.com/thegoodparty/omni/pull/959,2026-07-22,tomer@goodparty.org,,,,,2026-07-22,,,2026-07-27T12:04:25
Voter Data: Click Create Custom Voter File,voter_data_click_create_custom_voter_file,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data: Click Detail View,voter_data_click_detail_view,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Data: Click Need Help,voter_data_click_need_help,1170c2777b41a1baf9f50650655aa705fdf7bbb3,,2025-02-26,snayak00@gmail.com,,,,,2025-02-26,,,2026-06-30T20:12:33
Voter Outreach - 10DLC Compliance Candidate Profile Submitted,voter_outreach_10dlc_compliance_candidate_profile_submitted,42565318c3da10e5da70349fda27c74218a738b2,https://github.com/thegoodparty/omni/pull/747,2026-07-14,tomer@goodparty.org,,,,,2026-07-14,,,2026-07-20T11:56:25
Voter Outreach - 10DLC Compliance Completed,voter_outreach_10dlc_compliance_completed,a52bc1af5ee58f5b2492165ff4d973a76cf4db8b,https://github.com/thegoodparty/omni/pull/457,2025-08-19,lurchbulldog@gmail.com,,,,,2025-08-19,,,2026-06-30T20:12:33
Voter Outreach - 10DLC Compliance Form Submitted,voter_outreach_10dlc_compliance_form_submitted,8434d128fc9812dcdde58effacd26458fccd95cc,https://github.com/thegoodparty/omni/pull/894,2025-08-20,lurchbulldog@gmail.com,,,,,2026-03-09,,,2026-06-30T20:12:33
Voter Outreach - 10DLC Compliance Modal Viewed,voter_outreach_10dlc_compliance_modal_viewed,3f45b71a832475c190658d02e61151e16b0c6e65,https://github.com/thegoodparty/omni/pull/1497,2026-03-03,patrick@goodparty.org,,,,,2026-03-03,,,2026-06-30T20:12:33
Voter Outreach - 10DLC Compliance PIN Resent,voter_outreach_10dlc_compliance_pin_resent,,https://github.com/thegoodparty/omni/pull/854,2026-07-17,,,,,,2026-07-17,,,2026-07-17T16:22:40
Voter Outreach - 10DLC Compliance PIN Sent,voter_outreach_10dlc_compliance_pin_sent,d6d826ac16f8d807375d6b6b0971a8bb0d1e750f,https://github.com/thegoodparty/omni/pull/679,2026-07-08,tomer@goodparty.org,,,,,2026-07-08,,,2026-07-13T17:19:23
Voter Outreach - 10DLC Compliance PIN Submitted,voter_outreach_10dlc_compliance_pin_submitted,8434d128fc9812dcdde58effacd26458fccd95cc,https://github.com/thegoodparty/omni/pull/894,2025-08-20,lurchbulldog@gmail.com,,,,,2026-03-09,,,2026-06-30T20:12:33
Voter Outreach - 10DLC Compliance Rejected,voter_outreach_10dlc_compliance_rejected,,https://github.com/thegoodparty/omni/pull/974,2026-07-22,,,,,,2026-07-22,,,2026-07-22T22:17:55
Voter Outreach - 10DLC Compliance Started,voter_outreach_10dlc_compliance_started,2b9f22689ccc9e29678a4482de65a62db2e1d322,https://github.com/thegoodparty/omni/pull/946,2025-09-09,lurchbulldog@gmail.com,,,,,2025-09-09,,,2026-06-30T20:12:33
Voter Outreach - Campaign Completed,voter_outreach_campaign_completed,703131cfff639170bd836b12c6d00c13e1fc1432,https://github.com/thegoodparty/omni/pull/708,2025-06-18,145415012+oakinh@users.noreply.github.com,,,,,2025-06-18,3,,2026-06-30T20:12:33
Voter Outreach - Free Texts Offer Redeemed,voter_outreach_free_texts_offer_redeemed,aa90af3d789823511f82e9d81dee84417a82b0c2,https://github.com/thegoodparty/omni/pull/520,2025-09-08,israel@goodparty.org,,,,,2025-09-08,,,2026-06-30T20:12:33
Voter Outreach - Payment Started,voter_outreach_payment_started,2b9f22689ccc9e29678a4482de65a62db2e1d322,https://github.com/thegoodparty/omni/pull/946,2025-09-09,lurchbulldog@gmail.com,,,,,2025-09-09,,,2026-06-30T20:12:33
Win - Opponent Activity Viewed,win_opponent_activity_viewed,,,2026-06-28,,,,,,2026-06-28,1,,2026-06-28T07:37:49
Win - Opponent Profile Viewed,win_opponent_profile_viewed,,,2026-06-28,,,,,,2026-06-28,2,,2026-06-28T07:37:49
Win - Opponent Research Started,win_opponent_research_started,,https://github.com/thegoodparty/omni/pull/557,2026-06-30,,,,,,2026-06-30,1,,2026-06-30T15:16:14
Win - Opponent Standout Action Clicked,win_opponent_standout_action_clicked,902bea1fd,https://github.com/thegoodparty/omni/pull/663,2026-07-07,,,,,,2026-07-07,1,,2026-07-07T00:20:08
Win - Opponent Standout Actions Viewed,win_opponent_standout_actions_viewed,902bea1fd,https://github.com/thegoodparty/omni/pull/663,2026-07-07,,,,,,2026-07-07,1,,2026-07-07T00:20:08
Win - Opponent Upgrade Viewed,win_opponent_upgrade_viewed,,https://github.com/thegoodparty/omni/pull/557,2026-06-30,,,,,,2026-06-30,1,,2026-06-30T15:16:13
Win - Opponents Manually Added,win_opponents_manually_added,,https://github.com/thegoodparty/omni/pull/557,2026-06-30,,,,,,2026-06-30,1,,2026-06-30T15:16:14
Win - Self Research Completed,win_self_research_completed,,,2026-06-28,,,,,,2026-06-28,,,2026-06-28T07:37:49
Win Onboarding - Magic Link Sent,win_onboarding_magic_link_sent,a68dbdba9ae55bd61453beee21edff8edf1a949d,https://github.com/thegoodparty/omni/pull/318,2026-06-23,145415012+oakinh@users.noreply.github.com,0457c312a51f110b32f82d85c2b2103969f8e8a5,https://github.com/thegoodparty/omni/pull/349,2026-06-24,145415012+oakinh@users.noreply.github.com,2026-06-24,,,2026-06-30T20:12:33
[AI Visibility] Brand Snapshot,ai_visibility_brand_snapshot,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Dead Click,amplitude_dead_click,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Element Changed,amplitude_element_changed,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Element Clicked,amplitude_element_clicked,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] File Downloaded,amplitude_file_downloaded,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Form Started,amplitude_form_started,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Form Submitted,amplitude_form_submitted,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Network Request,amplitude_network_request,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Page Viewed,amplitude_page_viewed,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Rage Click,amplitude_rage_click,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Replay Captured,amplitude_replay_captured,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Viewport Content Updated,amplitude_viewport_content_updated,,,,,,,,,,,,2026-06-30T20:12:33
[Amplitude] Web Vitals,amplitude_web_vitals,,,,,,,,,,,,2026-06-30T20:12:33
[Experiment] Assignment,experiment_assignment,,,,,,,,,,,,2026-06-30T20:12:33
[Experiment] Exposure,experiment_exposure,,,,,,,,,,,,2026-06-30T20:12:33
[Experiment] Impression,experiment_impression,,,,,,,,,,,,2026-06-30T20:12:33
ai_content_generation_start,ai_content_generation_start,a295f87f437a729b81c86adc2dc789ad9f1e3d18,https://github.com/thegoodparty/omni/pull/316,2024-10-18,oldfashionedrobot@users.noreply.github.com,,,,,2024-10-18,,,2026-06-30T20:12:33
campaign_assistant_chatbot_input,campaign_assistant_chatbot_input,505dda0aafa691533330bcc405dd3d1bc796335d,https://github.com/thegoodparty/omni/pull/315,2024-10-18,oldfashionedrobot@users.noreply.github.com,1a56730282e3effe99704f71b79ac9d6a7204c78,https://github.com/thegoodparty/omni/pull/1033,2026-07-27,5633757+dealvz@users.noreply.github.com,2026-07-27,,,2026-07-28T22:45:44
candidate CTA cancelled,candidate_cta_cancelled,5a9f8ed2d3b00f846e0d28fbb264d38e930d31f7,,2024-06-10,tomer@goodparty.org,ce8a2d7cb62e2543a880af29fcaba66486e159c7,https://github.com/thegoodparty/omni/pull/862,2025-08-13,tomer@goodparty.org,2025-08-13,,,2026-06-30T20:12:33
candidate CTA clicked,candidate_cta_clicked,c0a574c0e56c270af68bf4cf82729bc30f967bf0,,2024-06-08,tomer@goodparty.org,ce8a2d7cb62e2543a880af29fcaba66486e159c7,https://github.com/thegoodparty/omni/pull/862,2025-08-13,tomer@goodparty.org,2025-08-13,,,2026-06-30T20:12:33
candidate CTA selected,candidate_cta_selected,5a9f8ed2d3b00f846e0d28fbb264d38e930d31f7,,2024-06-10,tomer@goodparty.org,ce8a2d7cb62e2543a880af29fcaba66486e159c7,https://github.com/thegoodparty/omni/pull/862,2025-08-13,tomer@goodparty.org,2025-08-13,,,2026-06-30T20:12:33
gtm.dom,gtm_dom,,,,,,,,,,,,2026-06-30T20:12:33
gtm.init,gtm_init,,,,,,,,,,,,2026-06-30T20:12:33
gtm.init_consent,gtm_init_consent,,,,,,,,,,,,2026-06-30T20:12:33
gtm.js,gtm_js,,,,,,,,,,,,2026-06-30T20:12:33
likelihood-to-cancel,likelihood_to_cancel,,,,,,,,,,,,2026-06-30T20:12:33
onboarding_complete,onboarding_complete,650f61b4990c565bb4dff96419754e338ab088c2,,2024-08-26,tomer@goodparty.org,85954771b6d545e35af77bf5ca3ae86e9cbdb80d,https://github.com/thegoodparty/omni/pull/1790,2026-05-05,5633757+dealvz@users.noreply.github.com,2026-05-05,,,2026-06-30T20:12:33
page,page,25e499d086229c3ef5ed89d240d3432a608c9a01,,2025-03-23,tomer@goodparty.org,,,,,2026-02-08,,,2026-06-30T20:12:33
page viewed,page_viewed,,,,,,,,,,,,2026-06-30T20:12:33
page_view,page_view,,,,,,,,,,,,2026-06-30T20:12:33
pro_upgrade_complete,pro_upgrade_complete,650f61b4990c565bb4dff96419754e338ab088c2,,2024-08-26,tomer@goodparty.org,,,,,2026-05-08,,,2026-06-30T20:12:33
question_complete,question_complete,650f61b4990c565bb4dff96419754e338ab088c2,,2024-08-26,tomer@goodparty.org,,,,,2025-12-17,,,2026-06-30T20:12:33
schedule_campaign_image_too_large,schedule_campaign_image_too_large,4bed7aad64c8a8212e618db564bcb28ad2b9be5e,https://github.com/thegoodparty/omni/pull/338,2024-10-30,oldfashionedrobot@users.noreply.github.com,,,,,2024-10-30,,,2026-06-30T20:12:33
screen,screen,,,,,,,,,,,,2026-06-30T20:12:33
session_end,session_end,,,,,,,,,,,,2026-06-30T20:12:33
session_start,session_start,,,,,,,,,,,,2026-06-30T20:12:33
usersnap_submission,usersnap_submission,634a1c354de73cca6e6a0393dbdd0ac6dc3c7ae2,https://github.com/thegoodparty/omni/pull/293,2024-10-04,snayak00@gmail.com,e256bd33a54df1a412dcbe055be41d284f5ce195,https://github.com/thegoodparty/omni/pull/1495,2026-03-02,bryan@mac.lan,2026-03-02,,,2026-06-30T20:12:33
